kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,kode_kecamatan,nama_kecamatan,kode_desa_kelurahan,nama_desa_kelurahan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,kemendagri_kode_desa_kelurahan,kemendagri_nama_desa_kelurahan,jumlah_penyandang,satuan,tahun,id
32,JAWA BARAT,3213,KABUPATEN SUBANG,3213171,TAMBAKDAHAN,3213171009,RANCAUDIK,32.13.25,TAMBAKDAHAN,32.13.25.2007,RANCAUDIK,0,ORANG,2020,4334
32,JAWA BARAT,3213,KABUPATEN SUBANG,3213171,TAMBAKDAHAN,3213171007,BOJONGKEDING,32.13.25,TAMBAKDAHAN,32.13.25.2008,BOJONGKEDING,0,ORANG,2020,4335
32,JAWA BARAT,3213,KABUPATEN SUBANG,3213171,TAMBAKDAHAN,3213171008,BOJONEGARA,32.13.25,TAMBAKDAHAN,32.13.25.2009,BOJONEGARA,0,ORANG,2020,4336
32,JAWA BARAT,3213,KABUPATEN SUBANG,3213031,KASOMALANG,3213031002,SINDANGSARI,32.13.26,KASOMALANG,32.13.26.2001,SINDANGSARI,1,ORANG,2020,4337
32,JAWA BARAT,3213,KABUPATEN SUBANG,3213031,KASOMALANG,3213031001,PASANGGRAHAN,32.13.26,KASOMALANG,32.13.26.2002,PASANGGRAHAN,0,ORANG,2020,4338
32,JAWA BARAT,3213,KABUPATEN SUBANG,3213031,KASOMALANG,3213031003,BOJONGLOA,32.13.26,KASOMALANG,32.13.26.2003,BOJONGLOA,1,ORANG,2020,4339
32,JAWA BARAT,3213,KABUPATEN SUBANG,3213031,KASOMALANG,3213031005,SUKAMELANG,32.13.26,KASOMALANG,32.13.26.2004,SUKAMELANG,1,ORANG,2020,4340
32,JAWA BARAT,3213,KABUPATEN SUBANG,3213031,KASOMALANG,3213031004,TENJOLAYA,32.13.26,KASOMALANG,32.13.26.2005,TENJOLAYA,0,ORANG,2020,4341
32,JAWA BARAT,3213,KABUPATEN SUBANG,3213031,KASOMALANG,3213031006,KASOMALANG WETAN,32.13.26,KASOMALANG,32.13.26.2006,KASOMALANG WETAN,1,ORANG,2020,4342
32,JAWA BARAT,3213,KABUPATEN SUBANG,3213031,KASOMALANG,3213031007,KASOMALANG KULON,32.13.26,KASOMALANG,32.13.26.2007,KASOMALANG KULON,1,ORANG,2020,4343
32,JAWA BARAT,3213,KABUPATEN SUBANG,3213031,KASOMALANG,3213031008,CIMANGLID,32.13.26,KASOMALANG,32.13.26.2008,CIMANGLID,1,ORANG,2020,4344
32,JAWA BARAT,3213,KABUPATEN SUBANG,3213081,DAWUAN,3213081009,MANYETI,32.13.27,DAWUAN,32.13.27.2001,MANYETI,0,ORANG,2020,4345
32,JAWA BARAT,3213,KABUPATEN SUBANG,3213081,DAWUAN,3213081006,RAWALELE,32.13.27,DAWUAN,32.13.27.2002,RAWALELE,0,ORANG,2020,4346
32,JAWA BARAT,3213,KABUPATEN SUBANG,3213081,DAWUAN,3213081005,SUKASARI,32.13.27,DAWUAN,32.13.27.2003,SUKASARI,0,ORANG,2020,4347
32,JAWA BARAT,3213,KABUPATEN SUBANG,3213081,DAWUAN,3213081004,SITUSARI,32.13.27,DAWUAN,32.13.27.2004,SITUSARI,0,ORANG,2020,4348
32,JAWA BARAT,3213,KABUPATEN SUBANG,3213081,DAWUAN,3213081008,DAWUAN KALER,32.13.27,DAWUAN,32.13.27.2005,DAWUAN KALER,0,ORANG,2020,4349
32,JAWA BARAT,3213,KABUPATEN SUBANG,3213081,DAWUAN,3213081007,DAWUAN KIDUL,32.13.27,DAWUAN,32.13.27.2006,DAWUAN KIDUL,0,ORANG,2020,4350
32,JAWA BARAT,3213,KABUPATEN SUBANG,3213081,DAWUAN,3213081003,CISAMPIH,32.13.27,DAWUAN,32.13.27.2007,CISAMPIH,0,ORANG,2020,4351
32,JAWA BARAT,3213,KABUPATEN SUBANG,3213081,DAWUAN,3213081002,MARGASARI,32.13.27,DAWUAN,32.13.27.2008,MARGASARI,0,ORANG,2020,4352
32,JAWA BARAT,3213,KABUPATEN SUBANG,3213081,DAWUAN,3213081010,BATUSARI,32.13.27,DAWUAN,32.13.27.2009,BATUSARI,0,ORANG,2020,4353
32,JAWA BARAT,3213,KABUPATEN SUBANG,3213081,DAWUAN,3213081001,JAMBELAER,32.13.27,DAWUAN,32.13.27.2010,JAMBELAER,0,ORANG,2020,4354
32,JAWA BARAT,3213,KABUPATEN SUBANG,3213141,PAGADEN BARAT,3213141008,MEKARWANGI,32.13.28,PAGADEN BARAT,32.13.28.2001,MEKARWANGI,0,ORANG,2020,4355
32,JAWA BARAT,3213,KABUPATEN SUBANG,3213141,PAGADEN BARAT,3213141007,BENDUNGAN,32.13.28,PAGADEN BARAT,32.13.28.2002,BENDUNGAN,0,ORANG,2020,4356
32,JAWA BARAT,3213,KABUPATEN SUBANG,3213141,PAGADEN BARAT,3213141005,MUNJUL,32.13.28,PAGADEN BARAT,32.13.28.2003,MUNJUL,0,ORANG,2020,4357
32,JAWA BARAT,3213,KABUPATEN SUBANG,3213141,PAGADEN BARAT,3213141006,MARGAHAYU,32.13.28,PAGADEN BARAT,32.13.28.2004,MARGAHAYU,0,ORANG,2020,4358
32,JAWA BARAT,3213,KABUPATEN SUBANG,3213141,PAGADEN BARAT,3213141004,PANGSOR,32.13.28,PAGADEN BARAT,32.13.28.2005,PANGSOR,0,ORANG,2020,4359
32,JAWA BARAT,3213,KABUPATEN SUBANG,3213141,PAGADEN BARAT,3213141009,SUMURGINTUNG,32.13.28,PAGADEN BARAT,32.13.28.2006,SUMURGINTUNG,0,ORANG,2020,4360
32,JAWA BARAT,3213,KABUPATEN SUBANG,3213141,PAGADEN BARAT,3213141001,BALIMBING,32.13.28,PAGADEN BARAT,32.13.28.2007,BALIMBING,1,ORANG,2020,4361
32,JAWA BARAT,3213,KABUPATEN SUBANG,3213141,PAGADEN BARAT,3213141003,CIDAHU,32.13.28,PAGADEN BARAT,32.13.28.2008,CIDAHU,1,ORANG,2020,4362
32,JAWA BARAT,3213,KABUPATEN SUBANG,3213141,PAGADEN BARAT,3213141002,CIDADAP,32.13.28,PAGADEN BARAT,32.13.28.2009,CIDADAP,0,ORANG,2020,4363
32,JAWA BARAT,3213,KABUPATEN SUBANG,3213021,CIATER,3213021007,CISAAT,32.13.29,CIATER,32.13.29.2001,CISAAT,2,ORANG,2020,4364
32,JAWA BARAT,3213,KABUPATEN SUBANG,3213021,CIATER,3213021001,CIATER,32.13.29,CIATER,32.13.29.2002,CIATER,0,ORANG,2020,4365
32,JAWA BARAT,3213,KABUPATEN SUBANG,3213021,CIATER,3213021002,NAGRAK,32.13.29,CIATER,32.13.29.2003,NAGRAK,0,ORANG,2020,4366
32,JAWA BARAT,3213,KABUPATEN SUBANG,3213021,CIATER,3213021003,CIBEUSI,32.13.29,CIATER,32.13.29.2004,CIBEUSI,0,ORANG,2020,4367
32,JAWA BARAT,3213,KABUPATEN SUBANG,3213021,CIATER,3213021004,CIBITUNG,32.13.29,CIATER,32.13.29.2005,CIBITUNG,0,ORANG,2020,4368
32,JAWA BARAT,3213,KABUPATEN SUBANG,3213021,CIATER,3213021006,PALASARI,32.13.29,CIATER,32.13.29.2006,PALASARI,0,ORANG,2020,4369
32,JAWA BARAT,3213,KABUPATEN SUBANG,3213021,CIATER,3213021005,SANCA,32.13.29,CIATER,32.13.29.2007,SANCA,0,ORANG,2020,4370
32,JAWA BARAT,3213,KABUPATEN SUBANG,3213201,PUSAKAJAYA,3213201007,KEBONDANAS,32.13.30,PUSAKAJAYA,32.13.30.2001,KEBONDANAS,0,ORANG,2020,4371
32,JAWA BARAT,3213,KABUPATEN SUBANG,3213201,PUSAKAJAYA,3213201008,PUSAKAJAYA,32.13.30,PUSAKAJAYA,32.13.30.2002,PUSAKAJAYA,0,ORANG,2020,4372
32,JAWA BARAT,3213,KABUPATEN SUBANG,3213201,PUSAKAJAYA,3213201006,KARANGANYAR,32.13.30,PUSAKAJAYA,32.13.30.2003,KARANGANYAR,7,ORANG,2020,4373
32,JAWA BARAT,3213,KABUPATEN SUBANG,3213201,PUSAKAJAYA,3213201001,BOJONGTENGAH,32.13.30,PUSAKAJAYA,32.13.30.2004,BOJONGTENGAH,2,ORANG,2020,4374
32,JAWA BARAT,3213,KABUPATEN SUBANG,3213201,PUSAKAJAYA,3213201002,BOJONGJAYA,32.13.30,PUSAKAJAYA,32.13.30.2005,BOJONGJAYA,0,ORANG,2020,4375
32,JAWA BARAT,3213,KABUPATEN SUBANG,3213201,PUSAKAJAYA,3213201003,CIGUGUR,32.13.30,PUSAKAJAYA,32.13.30.2006,CIGUGUR,7,ORANG,2020,4376
32,JAWA BARAT,3213,KABUPATEN SUBANG,3213201,PUSAKAJAYA,3213201004,CIGUGUR KALER,32.13.30,PUSAKAJAYA,32.13.30.2007,CIGUGUR KALER,0,ORANG,2020,4377
32,JAWA BARAT,3213,KABUPATEN SUBANG,3213201,PUSAKAJAYA,3213201005,RANGDU,32.13.30,PUSAKAJAYA,32.13.30.2008,RANGDU,5,ORANG,2020,4378
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214100,PURWAKARTA,3214100011,CITALANG,32.14.01,PURWAKARTA,32.14.01.2010,CITALANG,0,ORANG,2020,4379
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214110,CAMPAKA,3214110011,CAMPAKA,32.14.02,CAMPAKA,32.14.02.2001,CAMPAKA,0,ORANG,2020,4380
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214110,CAMPAKA,3214110012,CAMPAKASARI,32.14.02,CAMPAKA,32.14.02.2002,CAMPAKASARI,1,ORANG,2020,4381
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214110,CAMPAKA,3214110010,BENTENG,32.14.02,CAMPAKA,32.14.02.2003,BENTENG,0,ORANG,2020,4382
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214110,CAMPAKA,3214110001,CIRENDE,32.14.02,CAMPAKA,32.14.02.2004,CIRENDE,0,ORANG,2020,4383
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214110,CAMPAKA,3214110026,CIKUMPAY,32.14.02,CAMPAKA,32.14.02.2005,CIKUMPAY,4,ORANG,2020,4384
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214110,CAMPAKA,3214110027,CIJAYA,32.14.02,CAMPAKA,32.14.02.2006,CIJAYA,0,ORANG,2020,4385
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214110,CAMPAKA,3214110028,KERTAMUKTI,32.14.02,CAMPAKA,32.14.02.2007,KERTAMUKTI,0,ORANG,2020,4386
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214110,CAMPAKA,3214110025,CIMAHI,32.14.02,CAMPAKA,32.14.02.2008,CIMAHI,1,ORANG,2020,4387
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214110,CAMPAKA,3214110023,CIJUNTI,32.14.02,CAMPAKA,32.14.02.2009,CIJUNTI,0,ORANG,2020,4388
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214110,CAMPAKA,3214110024,CISAAT,32.14.02,CAMPAKA,32.14.02.2010,CISAAT,0,ORANG,2020,4389
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214010,JATILUHUR,3214010007,CIKAOBANDUNG,32.14.03,JATILUHUR,32.14.03.2001,CIKAOBANDUNG,0,ORANG,2020,4390
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214010,JATILUHUR,3214010006,JATIMEKAR,32.14.03,JATILUHUR,32.14.03.2002,JATIMEKAR,15,ORANG,2020,4391
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214010,JATILUHUR,3214010008,JATILUHUR,32.14.03,JATILUHUR,32.14.03.2003,JATILUHUR,0,ORANG,2020,4392
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214010,JATILUHUR,3214010009,CILEGONG,32.14.03,JATILUHUR,32.14.03.2004,CILEGONG,0,ORANG,2020,4393
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214010,JATILUHUR,3214010010,KEMBANGKUNING,32.14.03,JATILUHUR,32.14.03.2005,KEMBANGKUNING,0,ORANG,2020,4394
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214010,JATILUHUR,3214010011,CIBINONG,32.14.03,JATILUHUR,32.14.03.2006,CIBINONG,1,ORANG,2020,4395
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214010,JATILUHUR,3214010018,BUNDER,32.14.03,JATILUHUR,32.14.03.2007,BUNDER,5,ORANG,2020,4396
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214010,JATILUHUR,3214010017,MEKARGALIH,32.14.03,JATILUHUR,32.14.03.2008,MEKARGALIH,2,ORANG,2020,4397
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214010,JATILUHUR,3214010016,CISALADA,32.14.03,JATILUHUR,32.14.03.2009,CISALADA,0,ORANG,2020,4398
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214010,JATILUHUR,3214010015,PARAKANLIMA,32.14.03,JATILUHUR,32.14.03.2010,PARAKANLIMA,0,ORANG,2020,4399
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214040,PLERED,3214040007,PLERED,32.14.04,PLERED,32.14.04.2001,PLERED,1,ORANG,2020,4400
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214040,PLERED,3214040005,PALINGGIHAN,32.14.04,PLERED,32.14.04.2002,PALINGGIHAN,0,ORANG,2020,4401
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214040,PLERED,3214040004,CIBOGOHILIR,32.14.04,PLERED,32.14.04.2003,CIBOGOHILIR,9,ORANG,2020,4402
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214040,PLERED,3214040011,LINGGASARI,32.14.04,PLERED,32.14.04.2004,LINGGASARI,0,ORANG,2020,4403
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214040,PLERED,3214040002,GANDASOLI,32.14.04,PLERED,32.14.04.2005,GANDASOLI,0,ORANG,2020,4404
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214040,PLERED,3214040009,CITEKO,32.14.04,PLERED,32.14.04.2006,CITEKO,0,ORANG,2020,4405
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214040,PLERED,3214040013,LIUNGGUNUNG,32.14.04,PLERED,32.14.04.2007,LIUNGGUNUNG,0,ORANG,2020,4406
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214040,PLERED,3214040001,RAWASARI,32.14.04,PLERED,32.14.04.2008,RAWASARI,0,ORANG,2020,4407
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214040,PLERED,3214040014,ANJUN,32.14.04,PLERED,32.14.04.2009,ANJUN,0,ORANG,2020,4408
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214040,PLERED,3214040008,SINDANGSARI,32.14.04,PLERED,32.14.04.2010,SINDANGSARI,2,ORANG,2020,4409
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214040,PLERED,3214040006,BABAKANSARI,32.14.04,PLERED,32.14.04.2011,BABAKANSARI,3,ORANG,2020,4410
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214040,PLERED,3214040003,GANDAMEKAR,32.14.04,PLERED,32.14.04.2012,GANDAMEKAR,1,ORANG,2020,4411
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214040,PLERED,3214040010,CITEKOKALER,32.14.04,PLERED,32.14.04.2013,CITEKOKALER,2,ORANG,2020,4412
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214040,PLERED,3214040012,PAMOYANAN,32.14.04,PLERED,32.14.04.2014,PAMOYANAN,1,ORANG,2020,4413
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214040,PLERED,3214040016,SEMPUR,32.14.04,PLERED,32.14.04.2015,SEMPUR,1,ORANG,2020,4414
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214040,PLERED,3214040015,CIBOGO GIRANG,32.14.04,PLERED,32.14.04.2016,CIBOGO GIRANG,9,ORANG,2020,4415
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214050,SUKATANI,3214050006,SUKATANI,32.14.05,SUKATANI,32.14.05.2001,SUKATANI,1,ORANG,2020,4416
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214050,SUKATANI,3214050007,MALANGNENGAH,32.14.05,SUKATANI,32.14.05.2002,MALANGNENGAH,0,ORANG,2020,4417
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214050,SUKATANI,3214050008,CILALAWI,32.14.05,SUKATANI,32.14.05.2003,CILALAWI,0,ORANG,2020,4418
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214050,SUKATANI,3214050009,SUKAMAJU,32.14.05,SUKATANI,32.14.05.2004,SUKAMAJU,0,ORANG,2020,4419
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214050,SUKATANI,3214050010,CIPICUNG,32.14.05,SUKATANI,32.14.05.2005,CIPICUNG,0,ORANG,2020,4420
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214050,SUKATANI,3214050005,CIANTING UTARA,32.14.05,SUKATANI,32.14.05.2006,CIANTING UTARA,3,ORANG,2020,4421
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214050,SUKATANI,3214050002,CIANTING,32.14.05,SUKATANI,32.14.05.2007,CIANTING,1,ORANG,2020,4422
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214050,SUKATANI,3214050003,PASIRMUNJUL,32.14.05,SUKATANI,32.14.05.2008,PASIRMUNJUL,0,ORANG,2020,4423
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214050,SUKATANI,3214050011,TAJURSINDANG,32.14.05,SUKATANI,32.14.05.2009,TAJURSINDANG,0,ORANG,2020,4424
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214050,SUKATANI,3214050004,CIBODAS,32.14.05,SUKATANI,32.14.05.2010,CIBODAS,0,ORANG,2020,4425
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214050,SUKATANI,3214050015,CIJANTUNG,32.14.05,SUKATANI,32.14.05.2011,CIJANTUNG,3,ORANG,2020,4426
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214050,SUKATANI,3214050014,SUKAJAYA,32.14.05,SUKATANI,32.14.05.2012,SUKAJAYA,1,ORANG,2020,4427
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214050,SUKATANI,3214050013,PANYINDANGAN,32.14.05,SUKATANI,32.14.05.2013,PANYINDANGAN,0,ORANG,2020,4428
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214050,SUKATANI,3214050012,SINDANGLAYA,32.14.05,SUKATANI,32.14.05.2014,SINDANGLAYA,1,ORANG,2020,4429
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214060,DARANGDAN,3214060013,DARANGDAN,32.14.06,DARANGDAN,32.14.06.2001,DARANGDAN,2,ORANG,2020,4430
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214060,DARANGDAN,3214060007,DEPOK,32.14.06,DARANGDAN,32.14.06.2002,DEPOK,1,ORANG,2020,4431
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214060,DARANGDAN,3214060016,CILINGGA,32.14.06,DARANGDAN,32.14.06.2003,CILINGGA,4,ORANG,2020,4432
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214060,DARANGDAN,3214060002,NANGEWER,32.14.06,DARANGDAN,32.14.06.2004,NANGEWER,1,ORANG,2020,4433
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214060,DARANGDAN,3214060009,MEKARSARI,32.14.06,DARANGDAN,32.14.06.2005,MEKARSARI,0,ORANG,2020,4434
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214060,DARANGDAN,3214060004,LINGGARSARI,32.14.06,DARANGDAN,32.14.06.2006,LINGGARSARI,2,ORANG,2020,4435
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214060,DARANGDAN,3214060005,SAWIT,32.14.06,DARANGDAN,32.14.06.2007,SAWIT,2,ORANG,2020,4436
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214060,DARANGDAN,3214060015,LINGGAMUKTI,32.14.06,DARANGDAN,32.14.06.2008,LINGGAMUKTI,0,ORANG,2020,4437
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214060,DARANGDAN,3214060012,GUNUNGHEJO,32.14.06,DARANGDAN,32.14.06.2009,GUNUNGHEJO,0,ORANG,2020,4438
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214060,DARANGDAN,3214060001,PASIRANGIN,32.14.06,DARANGDAN,32.14.06.2010,PASIRANGIN,1,ORANG,2020,4439
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214060,DARANGDAN,3214060008,LEGOKSARI,32.14.06,DARANGDAN,32.14.06.2011,LEGOKSARI,0,ORANG,2020,4440
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214060,DARANGDAN,3214060006,SIRNAMANAH,32.14.06,DARANGDAN,32.14.06.2012,SIRNAMANAH,0,ORANG,2020,4441
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214060,DARANGDAN,3214060014,SADARKARYA,32.14.06,DARANGDAN,32.14.06.2013,SADARKARYA,0,ORANG,2020,4442
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214060,DARANGDAN,3214060003,NEGLASARI,32.14.06,DARANGDAN,32.14.06.2014,NEGLASARI,0,ORANG,2020,4443
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214060,DARANGDAN,3214060017,NAGRAK,32.14.06,DARANGDAN,32.14.06.2015,NAGRAK,4,ORANG,2020,4444
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214020,MANIIS,3214020005,GUNUNGKARUNG,32.14.07,MANIIS,32.14.07.2001,GUNUNGKARUNG,1,ORANG,2020,4445
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214020,MANIIS,3214020003,CITAMIANG,32.14.07,MANIIS,32.14.07.2002,CITAMIANG,0,ORANG,2020,4446
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214020,MANIIS,3214020002,SINARGALIH,32.14.07,MANIIS,32.14.07.2003,SINARGALIH,1,ORANG,2020,4447
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214020,MANIIS,3214020001,TEGALDATAR,32.14.07,MANIIS,32.14.07.2004,TEGALDATAR,0,ORANG,2020,4448
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214020,MANIIS,3214020004,CIJATI,32.14.07,MANIIS,32.14.07.2005,CIJATI,0,ORANG,2020,4449
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214020,MANIIS,3214020007,CIRAMAHILIR,32.14.07,MANIIS,32.14.07.2006,CIRAMAHILIR,0,ORANG,2020,4450
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214020,MANIIS,3214020008,SUKAMUKTI,32.14.07,MANIIS,32.14.07.2007,SUKAMUKTI,0,ORANG,2020,4451
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214020,MANIIS,3214020006,PASIRJAMBU,32.14.07,MANIIS,32.14.07.2008,PASIRJAMBU,0,ORANG,2020,4452
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214030,TEGALWARU,3214030006,BATUTUMPANG,32.14.08,TEGALWARU,32.14.08.2001,BATUTUMPANG,0,ORANG,2020,4453
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214030,TEGALWARU,3214030005,CITALANG,32.14.08,TEGALWARU,32.14.08.2002,CITALANG,0,ORANG,2020,4454
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214030,TEGALWARU,3214030007,TEGALWARU,32.14.08,TEGALWARU,32.14.08.2003,TEGALWARU,1,ORANG,2020,4455
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214030,TEGALWARU,3214030008,TEGALSARI,32.14.08,TEGALWARU,32.14.08.2004,TEGALSARI,0,ORANG,2020,4456
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214030,TEGALWARU,3214030009,WARUNGJERUK,32.14.08,TEGALWARU,32.14.08.2005,WARUNGJERUK,0,ORANG,2020,4457
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214030,TEGALWARU,3214030010,GALUMPIT,32.14.08,TEGALWARU,32.14.08.2006,GALUMPIT,0,ORANG,2020,4458
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214030,TEGALWARU,3214030001,SUKAHAJI,32.14.08,TEGALWARU,32.14.08.2007,SUKAHAJI,0,ORANG,2020,4459
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214030,TEGALWARU,3214030002,KAROYA,32.14.08,TEGALWARU,32.14.08.2008,KAROYA,3,ORANG,2020,4460
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214030,TEGALWARU,3214030003,CADASSARI,32.14.08,TEGALWARU,32.14.08.2009,CADASSARI,0,ORANG,2020,4461
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214030,TEGALWARU,3214030004,CADASMEKAR,32.14.08,TEGALWARU,32.14.08.2010,CADASMEKAR,0,ORANG,2020,4462
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214030,TEGALWARU,3214030011,CISARUA,32.14.08,TEGALWARU,32.14.08.2011,CISARUA,0,ORANG,2020,4463
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214030,TEGALWARU,3214030012,SUKAMULYA,32.14.08,TEGALWARU,32.14.08.2012,SUKAMULYA,2,ORANG,2020,4464
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214030,TEGALWARU,3214030013,PASANGGRAHAN,32.14.08,TEGALWARU,32.14.08.2013,PASANGGRAHAN,0,ORANG,2020,4465
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214080,WANAYASA,3214080008,WANAYASA,32.14.09,WANAYASA,32.14.09.2001,WANAYASA,2,ORANG,2020,4466
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214080,WANAYASA,3214080019,SUKADAMI,32.14.09,WANAYASA,32.14.09.2002,SUKADAMI,0,ORANG,2020,4467
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214080,WANAYASA,3214080016,WANASARI,32.14.09,WANAYASA,32.14.09.2003,WANASARI,0,ORANG,2020,4468
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214080,WANAYASA,3214080002,SIMPANG,32.14.09,WANAYASA,32.14.09.2004,SIMPANG,0,ORANG,2020,4469
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214080,WANAYASA,3214080004,NAGROG,32.14.09,WANAYASA,32.14.09.2005,NAGROG,0,ORANG,2020,4470
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214080,WANAYASA,3214080005,CIBUNTU,32.14.09,WANAYASA,32.14.09.2006,CIBUNTU,0,ORANG,2020,4471
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214080,WANAYASA,3214080009,BABAKAN,32.14.09,WANAYASA,32.14.09.2007,BABAKAN,0,ORANG,2020,4472
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214080,WANAYASA,3214080001,NANGERANG,32.14.09,WANAYASA,32.14.09.2008,NANGERANG,0,ORANG,2020,4473
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214080,WANAYASA,3214080018,CIAWI,32.14.09,WANAYASA,32.14.09.2009,CIAWI,0,ORANG,2020,4474
